Word,Length,Log_Freq_HAL,I_Mean_RT,I_Mean_Accuracy
adventure,640.1995882,682.8018668,-3661.204589,70.05122032
adventurers,640.2162555,682.8197128,-3661.322031,70.05304577
adventures,640.2329227,682.8375588,-3661.439474,70.05487122
adventuring,640.24959,682.8554048,-3661.556916,70.05669667
adventurous,640.2662573,682.8732507,-3661.674358,70.05852213
adverb,640.2829245,682.8910967,-3661.791801,70.06034758
adverbial,640.2995918,682.9089427,-3661.909243,70.06217303
adverbs,640.3162591,682.9267886,-3662.026686,70.06399848
adversaries,640.3329263,682.9446346,-3662.144128,70.06582394
adversary,640.3495936,682.9624806,-3662.26157,70.06764939
adverse,640.3662609,682.9803266,-3662.379013,70.06947484
adversely,640.3829282,682.9981725,-3662.496455,70.07130029
adversity,640.3995954,683.0160185,-3662.613898,70.07312575
advert,640.4162627,683.0338645,-3662.73134,70.0749512
advertise,640.43293,683.0517104,-3662.848783,70.07677665
advertised,640.4495972,683.0695564,-3662.966225,70.0786021
advertisement,640.4662645,683.0874024,-3663.083667,70.08042755
advertisements,640.4829318,683.1052483,-3663.20111,70.08225301
advertiser,640.499599,683.1230943,-3663.318552,70.08407846
advertisers,640.5162663,683.1409403,-3663.435995,70.08590391
advertises,640.5329336,683.1587863,-3663.553437,70.08772936
advertising,640.5496008,683.1766322,-3663.670879,70.08955482
advice,640.5662681,683.1944782,-3663.788322,70.09138027
advisability,640.5829354,683.2123242,-3663.905764,70.09320572
advisable,640.5996026,683.2301701,-3664.023207,70.09503117
advise,640.6162699,683.2480161,-3664.140649,70.09685663
advised,640.6329372,683.2658621,-3664.258091,70.09868208
advisedly,640.6496045,683.2837081,-3664.375534,70.10050753
advisement,640.6662717,683.301554,-3664.492976,70.10233298
adviser,640.682939,683.3194,-3664.610419,70.10415844
advisers,640.6996063,683.337246,-3664.727861,70.10598389
advises,640.7162735,683.3550919,-3664.845303,70.10780934
advising,640.7329408,683.3729379,-3664.962746,70.10963479
advisor,640.7496081,683.3907839,-3665.080188,70.11146025
admonishing,640.7662753,683.4086298,-3665.197631,70.1132857
admonishments,640.7829426,683.4264758,-3665.315073,70.11511115
admonition,640.7996099,683.4443218,-3665.432515,70.1169366
admonitions,640.8162771,683.4621678,-3665.549958,70.11876206
ado,640.8329444,683.4800137,-3665.6674,70.12058751
adobe,640.8496117,683.4978597,-3665.784843,70.12241296
adolescence,640.8662789,683.5157057,-3665.902285,70.12423841
adolescent,640.8829462,683.5335516,-3666.019727,70.12606387
adolescents,640.8996135,683.5513976,-3666.13717,70.12788932
adolescent's,640.9162807,683.5692436,-3666.254612,70.12971477
Adolf,640.932948,683.5870895,-3666.372055,70.13154022
Adonis,640.9496153,683.6049355,-3666.489497,70.13336568
adopt,640.9662826,683.6227815,-3666.606939,70.13519113
adopted,640.9829498,683.6406275,-3666.724382,70.13701658
adopting,640.9996171,683.6584734,-3666.841824,70.13884203
adoption,641.0162844,683.6763194,-3666.959267,70.14066749
adopts,641.0329516,683.6941654,-3667.076709,70.14249294
adorable,641.0496189,683.7120113,-3667.194151,70.14431839
adoration,641.0662862,683.7298573,-3667.311594,70.14614384
adore,641.0829534,683.7477033,-3667.429036,70.1479693
adored,641.0996207,683.7655493,-3667.546479,70.14979475
adores,641.116288,683.7833952,-3667.663921,70.1516202
adorn,641.1329552,683.8012412,-3667.781363,70.15344565
adorned,641.1496225,683.8190872,-3667.898806,70.15527111
adornment,641.1662898,683.8369331,-3668.016248,70.15709656
adorns,641.182957,683.8547791,-3668.133691,70.15892201
adrenal,641.1996243,683.8726251,-3668.251133,70.16074746
adrenalin,641.2162916,683.890471,-3668.368575,70.16257291
Adrian,641.2329589,683.908317,-3668.486018,70.16439837
Adriatic,641.2496261,683.926163,-3668.60346,70.16622382
adrift,641.2662934,683.944009,-3668.720903,70.16804927
adroit,641.2829607,683.9618549,-3668.838345,70.16987472
adroitness,641.2996279,683.9797009,-3668.955787,70.17170018
ads,641.3162952,683.9975469,-3669.07323,70.17352563
adsorbed,641.3329625,684.0153928,-3669.190672,70.17535108
adsorbs,641.3496297,684.0332388,-3669.308115,70.17717653
adulation,641.366297,684.0510848,-3669.425557,70.17900199
adult,641.3829643,684.0689308,-3669.542999,70.18082744
adulterant,641.3996315,684.0867767,-3669.660442,70.18265289
adulterate,641.4162988,684.1046227,-3669.777884,70.18447834
adulterated,641.4329661,684.1224687,-3669.895327,70.1863038
adulterer,641.4496333,684.1403146,-3670.012769,70.18812925
adulterers,641.4663006,684.1581606,-3670.130211,70.1899547
adulteress,641.4829679,684.1760066,-3670.247654,70.19178015
adulterous,641.4996352,684.1938525,-3670.365096,70.19360561
adultery,641.5163024,684.2116985,-3670.482539,70.19543106
adulthood,641.5329697,684.2295445,-3670.599981,70.19725651
adults,641.549637,684.2473905,-3670.717423,70.19908196
advance,641.5663042,684.2652364,-3670.834866,70.20090742
advanced,641.5829715,684.2830824,-3670.952308,70.20273287
advancement,641.5996388,684.3009284,-3671.069751,70.20455832
advancements,641.616306,684.3187743,-3671.187193,70.20638377
advances,641.6329733,684.3366203,-3671.304635,70.20820923
advancing,641.6496406,684.3544663,-3671.422078,70.21003468
advantage,641.6663078,684.3723122,-3671.53952,70.21186013
advantageous,641.6829751,684.3901582,-3671.656963,70.21368558
advantageously,641.6996424,684.4080042,-3671.774405,70.21551104
advantages,641.7163096,684.4258502,-3671.891847,70.21733649
advent,641.7329769,684.4436961,-3672.00929,70.21916194
adventitious,641.7496442,684.4615421,-3672.126732,70.22098739
adventure,641.7663115,684.4793881,-3672.244175,70.22281285
adventurers,641.7829787,684.497234,-3672.361617,70.2246383
adventures,641.799646,684.51508,-3672.479059,70.22646375
adventuring,641.8163133,684.532926,-3672.596502,70.2282892
adventurous,641.8329805,684.550772,-3672.713944,70.23011466
adverb,641.8496478,684.5686179,-3672.831387,70.23194011
adverbial,641.8663151,684.5864639,-3672.948829,70.23376556
adverbs,641.8829823,684.6043099,-3673.066271,70.23559101
adversaries,641.8996496,684.6221558,-3673.183714,70.23741646
adversary,641.9163169,684.6400018,-3673.301156,70.23924192
adverse,641.9329841,684.6578478,-3673.418599,70.24106737
adversely,641.9496514,684.6756937,-3673.536041,70.24289282
adversity,641.9663187,684.6935397,-3673.653483,70.24471827
advert,641.9829859,684.7113857,-3673.770926,70.24654373
advertise,641.9996532,684.7292317,-3673.888368,70.24836918
advertised,642.0163205,684.7470776,-3674.005811,70.25019463
advertisement,642.0329878,684.7649236,-3674.123253,70.25202008
advertisements,642.049655,684.7827696,-3674.240695,70.25384554
advertiser,642.0663223,684.8006155,-3674.358138,70.25567099
advertisers,642.0829896,684.8184615,-3674.47558,70.25749644
advertises,642.0996568,684.8363075,-3674.593023,70.25932189
advertising,642.1163241,684.8541535,-3674.710465,70.26114735
advice,642.1329914,684.8719994,-3674.827907,70.2629728
advisability,642.1496586,684.8898454,-3674.94535,70.26479825
advisable,642.1663259,684.9076914,-3675.062792,70.2666237
advise,642.1829932,684.9255373,-3675.180235,70.26844916
advised,642.1996604,684.9433833,-3675.297677,70.27027461
advisedly,642.2163277,684.9612293,-3675.415119,70.27210006
advisement,642.232995,684.9790752,-3675.532562,70.27392551
adviser,642.2496622,684.9969212,-3675.650004,70.27575097
advisers,642.2663295,685.0147672,-3675.767447,70.27757642
advises,642.2829968,685.0326132,-3675.884889,70.27940187
advising,642.2996641,685.0504591,-3676.002331,70.28122732
advisor,642.3163313,685.0683051,-3676.119774,70.28305278
admonishing,642.3329986,685.0861511,-3676.237216,70.28487823
admonishments,642.3496659,685.103997,-3676.354659,70.28670368
admonition,642.3663331,685.121843,-3676.472101,70.28852913
admonitions,642.3830004,685.139689,-3676.589543,70.29035459
ado,642.3996677,685.1575349,-3676.706986,70.29218004
adobe,642.4163349,685.1753809,-3676.824428,70.29400549
adolescence,642.4330022,685.1932269,-3676.941871,70.29583094
adolescent,642.4496695,685.2110729,-3677.059313,70.2976564
adolescents,642.4663367,685.2289188,-3677.176755,70.29948185
adolescent's,642.483004,685.2467648,-3677.294198,70.3013073
Adolf,642.4996713,685.2646108,-3677.41164,70.30313275
Adonis,642.5163385,685.2824567,-3677.529083,70.30495821
adopt,642.5330058,685.3003027,-3677.646525,70.30678366
adopted,642.5496731,685.3181487,-3677.763967,70.30860911
adopting,642.5663404,685.3359947,-3677.88141,70.31043456
adoption,642.5830076,685.3538406,-3677.998852,70.31226002
adopts,642.5996749,685.3716866,-3678.116295,70.31408547
adorable,642.6163422,685.3895326,-3678.233737,70.31591092
adoration,642.6330094,685.4073785,-3678.351179,70.31773637
adore,642.6496767,685.4252245,-3678.468622,70.31956182
adored,642.666344,685.4430705,-3678.586064,70.32138728
adores,642.6830112,685.4609164,-3678.703507,70.32321273
adorn,642.6996785,685.4787624,-3678.820949,70.32503818
adorned,642.7163458,685.4966084,-3678.938392,70.32686363
adornment,642.733013,685.5144544,-3679.055834,70.32868909
adorns,642.7496803,685.5323003,-3679.173276,70.33051454
adrenal,642.7663476,685.5501463,-3679.290719,70.33233999
adrenalin,642.7830148,685.5679923,-3679.408161,70.33416544
Adrian,642.7996821,685.5858382,-3679.525604,70.3359909
Adriatic,642.8163494,685.6036842,-3679.643046,70.33781635
adrift,642.8330167,685.6215302,-3679.760488,70.3396418
adroit,642.8496839,685.6393762,-3679.877931,70.34146725
adroitness,642.8663512,685.6572221,-3679.995373,70.34329271
ads,642.8830185,685.6750681,-3680.112816,70.34511816
adsorbed,642.8996857,685.6929141,-3680.230258,70.34694361
adsorbs,642.916353,685.71076,-3680.3477,70.34876906
adulation,642.9330203,685.728606,-3680.465143,70.35059452
adult,642.9496875,685.746452,-3680.582585,70.35241997
adulterant,642.9663548,685.7642979,-3680.700028,70.35424542
adulterate,642.9830221,685.7821439,-3680.81747,70.35607087
adulterated,642.9996893,685.7999899,-3680.934912,70.35789633
adulterer,643.0163566,685.8178359,-3681.052355,70.35972178
adulterers,643.0330239,685.8356818,-3681.169797,70.36154723
adulteress,643.0496911,685.8535278,-3681.28724,70.36337268
adulterous,643.0663584,685.8713738,-3681.404682,70.36519814
adultery,643.0830257,685.8892197,-3681.522124,70.36702359
adulthood,643.099693,685.9070657,-3681.639567,70.36884904
adults,643.1163602,685.9249117,-3681.757009,70.37067449
advance,643.1330275,685.9427576,-3681.874452,70.37249995
advanced,643.1496948,685.9606036,-3681.991894,70.3743254
advancement,643.166362,685.9784496,-3682.109336,70.37615085
advancements,643.1830293,685.9962956,-3682.226779,70.3779763
advances,643.1996966,686.0141415,-3682.344221,70.37980176
advancing,643.2163638,686.0319875,-3682.461664,70.38162721
advantage,643.2330311,686.0498335,-3682.579106,70.38345266
advantageous,643.2496984,686.0676794,-3682.696548,70.38527811
advantageously,643.2663656,686.0855254,-3682.813991,70.38710357
advantages,643.2830329,686.1033714,-3682.931433,70.38892902
advent,643.2997002,686.1212174,-3683.048876,70.39075447
adventitious,643.3163674,686.1390633,-3683.166318,70.39257992
adventure,643.3330347,686.1569093,-3683.28376,70.39440538
adventurers,643.349702,686.1747553,-3683.401203,70.39623083
adventures,643.3663693,686.1926012,-3683.518645,70.39805628
adventuring,643.3830365,686.2104472,-3683.636088,70.39988173
adventurous,643.3997038,686.2282932,-3683.75353,70.40170718
adverb,643.4163711,686.2461391,-3683.870972,70.40353264
adverbial,643.4330383,686.2639851,-3683.988415,70.40535809
adverbs,643.4497056,686.2818311,-3684.105857,70.40718354
adversaries,643.4663729,686.2996771,-3684.2233,70.40900899
adversary,643.4830401,686.317523,-3684.340742,70.41083445
adverse,643.4997074,686.335369,-3684.458184,70.4126599
adversely,643.5163747,686.353215,-3684.575627,70.41448535
adversity,643.5330419,686.3710609,-3684.693069,70.4163108
advert,643.5497092,686.3889069,-3684.810512,70.41813626
advertise,643.5663765,686.4067529,-3684.927954,70.41996171
advertised,643.5830437,686.4245989,-3685.045396,70.42178716
advertisement,643.599711,686.4424448,-3685.162839,70.42361261
advertisements,643.6163783,686.4602908,-3685.280281,70.42543807
advertiser,643.6330456,686.4781368,-3685.397724,70.42726352
advertisers,643.6497128,686.4959827,-3685.515166,70.42908897
advertises,643.6663801,686.5138287,-3685.632608,70.43091442
advertising,643.6830474,686.5316747,-3685.750051,70.43273988
advice,643.6997146,686.5495206,-3685.867493,70.43456533
advisability,643.7163819,686.5673666,-3685.984936,70.43639078
advisable,643.7330492,686.5852126,-3686.102378,70.43821623
advise,643.7497164,686.6030586,-3686.21982,70.44004169
advised,643.7663837,686.6209045,-3686.337263,70.44186714
advisedly,643.783051,686.6387505,-3686.454705,70.44369259
advisement,643.7997182,686.6565965,-3686.572148,70.44551804
adviser,643.8163855,686.6744424,-3686.68959,70.4473435
advisers,643.8330528,686.6922884,-3686.807032,70.44916895
advises,643.84972,686.7101344,-3686.924475,70.4509944
advising,643.8663873,686.7279803,-3687.041917,70.45281985
advisor,643.8830546,686.7458263,-3687.15936,70.45464531
admonishing,643.8997219,686.7636723,-3687.276802,70.45647076
admonishments,643.9163891,686.7815183,-3687.394244,70.45829621
admonition,643.9330564,686.7993642,-3687.511687,70.46012166
admonitions,643.9497237,686.8172102,-3687.629129,70.46194712
ado,643.9663909,686.8350562,-3687.746572,70.46377257
adobe,643.9830582,686.8529021,-3687.864014,70.46559802
adolescence,643.9997255,686.8707481,-3687.981456,70.46742347
adolescent,644.0163927,686.8885941,-3688.098899,70.46924893
adolescents,644.03306,686.9064401,-3688.216341,70.47107438
adolescent's,644.0497273,686.924286,-3688.333784,70.47289983
Adolf,644.0663945,686.942132,-3688.451226,70.47472528
Adonis,644.0830618,686.959978,-3688.568668,70.47655074
adopt,644.0997291,686.9778239,-3688.686111,70.47837619
adopted,644.1163963,686.9956699,-3688.803553,70.48020164
adopting,644.1330636,687.0135159,-3688.920996,70.48202709
adoption,644.1497309,687.0313618,-3689.038438,70.48385254
adopts,644.1663982,687.0492078,-3689.15588,70.485678
adorable,644.1830654,687.0670538,-3689.273323,70.48750345
adoration,644.1997327,687.0848998,-3689.390765,70.4893289
adore,644.2164,687.1027457,-3689.508208,70.49115435
adored,644.2330672,687.1205917,-3689.62565,70.49297981
adores,644.2497345,687.1384377,-3689.743092,70.49480526
adorn,644.2664018,687.1562836,-3689.860535,70.49663071
adorned,644.283069,687.1741296,-3689.977977,70.49845616
adornment,644.2997363,687.1919756,-3690.09542,70.50028162
adorns,644.3164036,687.2098216,-3690.212862,70.50210707
adrenal,644.3330708,687.2276675,-3690.330304,70.50393252
adrenalin,644.3497381,687.2455135,-3690.447747,70.50575797
Adrian,644.3664054,687.2633595,-3690.565189,70.50758343
Adriatic,644.3830726,687.2812054,-3690.682632,70.50940888
adrift,644.3997399,687.2990514,-3690.800074,70.51123433
adroit,644.4164072,687.3168974,-3690.917516,70.51305978
adroitness,644.4330745,687.3347433,-3691.034959,70.51488524
ads,644.4497417,687.3525893,-3691.152401,70.51671069
adsorbed,644.466409,687.3704353,-3691.269844,70.51853614
adsorbs,644.4830763,687.3882813,-3691.387286,70.52036159
adulation,644.4997435,687.4061272,-3691.504728,70.52218705
adult,644.5164108,687.4239732,-3691.622171,70.5240125
adulterant,644.5330781,687.4418192,-3691.739613,70.52583795
adulterate,644.5497453,687.4596651,-3691.857056,70.5276634
adulterated,644.5664126,687.4775111,-3691.974498,70.52948886
adulterer,644.5830799,687.4953571,-3692.09194,70.53131431
adulterers,644.5997471,687.513203,-3692.209383,70.53313976
adulteress,644.6164144,687.531049,-3692.326825,70.53496521
adulterous,644.6330817,687.548895,-3692.444268,70.53679067
adultery,644.6497489,687.566741,-3692.56171,70.53861612
adulthood,644.6664162,687.5845869,-3692.679152,70.54044157
adults,644.6830835,687.6024329,-3692.796595,70.54226702
advance,644.6997507,687.6202789,-3692.914037,70.54409248
advanced,644.716418,687.6381248,-3693.03148,70.54591793
advancement,644.7330853,687.6559708,-3693.148922,70.54774338
advancements,644.7497526,687.6738168,-3693.266364,70.54956883
advances,644.7664198,687.6916628,-3693.383807,70.55139429
advancing,644.7830871,687.7095087,-3693.501249,70.55321974
advantage,644.7997544,687.7273547,-3693.618692,70.55504519
advantageous,644.8164216,687.7452007,-3693.736134,70.55687064
advantageously,644.8330889,687.7630466,-3693.853576,70.5586961
advantages,644.8497562,687.7808926,-3693.971019,70.56052155
advent,644.8664234,687.7987386,-3694.088461,70.562347
adventitious,644.8830907,687.8165845,-3694.205904,70.56417245
adventure,644.899758,687.8344305,-3694.323346,70.5659979
adventurers,644.9164252,687.8522765,-3694.440788,70.56782336
adventures,644.9330925,687.8701225,-3694.558231,70.56964881
adventuring,644.9497598,687.8879684,-3694.675673,70.57147426
adventurous,644.966427,687.9058144,-3694.793116,70.57329971
adverb,644.9830943,687.9236604,-3694.910558,70.57512517
adverbial,644.9997616,687.9415063,-3695.028001,70.57695062
adverbs,645.0164289,687.9593523,-3695.145443,70.57877607
adversaries,645.0330961,687.9771983,-3695.262885,70.58060152
adversary,645.0497634,687.9950443,-3695.380328,70.58242698
adverse,645.0664307,688.0128902,-3695.49777,70.58425243
adversely,645.0830979,688.0307362,-3695.615213,70.58607788
adversity,645.0997652,688.0485822,-3695.732655,70.58790333
advert,645.1164325,688.0664281,-3695.850097,70.58972879
advertise,645.1330997,688.0842741,-3695.96754,70.59155424
advertised,645.149767,688.1021201,-3696.084982,70.59337969
advertisement,645.1664343,688.119966,-3696.202425,70.59520514
advertisements,645.1831015,688.137812,-3696.319867,70.5970306
advertiser,645.1997688,688.155658,-3696.437309,70.59885605
advertisers,645.2164361,688.173504,-3696.554752,70.6006815
advertises,645.2331033,688.1913499,-3696.672194,70.60250695
advertising,645.2497706,688.2091959,-3696.789637,70.60433241
advice,645.2664379,688.2270419,-3696.907079,70.60615786
advisability,645.2831052,688.2448878,-3697.024521,70.60798331
advisable,645.2997724,688.2627338,-3697.141964,70.60980876
advise,645.3164397,688.2805798,-3697.259406,70.61163422
advised,645.333107,688.2984257,-3697.376849,70.61345967
advisedly,645.3497742,688.3162717,-3697.494291,70.61528512
advisement,645.3664415,688.3341177,-3697.611733,70.61711057
adviser,645.3831088,688.3519637,-3697.729176,70.61893603
advisers,645.399776,688.3698096,-3697.846618,70.62076148
advises,645.4164433,688.3876556,-3697.964061,70.62258693
advising,645.4331106,688.4055016,-3698.081503,70.62441238
advisor,645.4497778,688.4233475,-3698.198945,70.62623784
admonishing,645.4664451,688.4411935,-3698.316388,70.62806329
admonishments,645.4831124,688.4590395,-3698.43383,70.62988874
admonition,645.4997796,688.4768855,-3698.551273,70.63171419
admonitions,645.5164469,688.4947314,-3698.668715,70.63353965
ado,645.5331142,688.5125774,-3698.786157,70.6353651
adobe,645.5497815,688.5304234,-3698.9036,70.63719055
adolescence,645.5664487,688.5482693,-3699.021042,70.639016
adolescent,645.583116,688.5661153,-3699.138485,70.64084146
adolescents,645.5997833,688.5839613,-3699.255927,70.64266691
adolescent's,645.6164505,688.6018072,-3699.373369,70.64449236
Adolf,645.6331178,688.6196532,-3699.490812,70.64631781
Adonis,645.6497851,688.6374992,-3699.608254,70.64814326
adopt,645.6664523,688.6553452,-3699.725697,70.64996872
adopted,645.6831196,688.6731911,-3699.843139,70.65179417
adopting,645.6997869,688.6910371,-3699.960581,70.65361962
adoption,645.7164541,688.7088831,-3700.078024,70.65544507
adopts,645.7331214,688.726729,-3700.195466,70.65727053
adorable,645.7497887,688.744575,-3700.312909,70.65909598
adoration,645.7664559,688.762421,-3700.430351,70.66092143
adore,645.7831232,688.780267,-3700.547793,70.66274688
adored,645.7997905,688.7981129,-3700.665236,70.66457234
adores,645.8164578,688.8159589,-3700.782678,70.66639779
adorn,645.833125,688.8338049,-3700.900121,70.66822324
adorned,645.8497923,688.8516508,-3701.017563,70.67004869
adornment,645.8664596,688.8694968,-3701.135005,70.67187415
adorns,645.8831268,688.8873428,-3701.252448,70.6736996
adrenal,645.8997941,688.9051887,-3701.36989,70.67552505
adrenalin,645.9164614,688.9230347,-3701.487333,70.6773505
Adrian,645.9331286,688.9408807,-3701.604775,70.67917596
Adriatic,645.9497959,688.9587267,-3701.722217,70.68100141
adrift,645.9664632,688.9765726,-3701.83966,70.68282686
adroit,645.9831304,688.9944186,-3701.957102,70.68465231
adroitness,645.9997977,689.0122646,-3702.074545,70.68647777
ads,646.016465,689.0301105,-3702.191987,70.68830322
adsorbed,646.0331322,689.0479565,-3702.309429,70.69012867
adsorbs,646.0497995,689.0658025,-3702.426872,70.69195412
adulation,646.0664668,689.0836484,-3702.544314,70.69377958
adult,646.0831341,689.1014944,-3702.661757,70.69560503
adulterant,646.0998013,689.1193404,-3702.779199,70.69743048
adulterate,646.1164686,689.1371864,-3702.896641,70.69925593
adulterated,646.1331359,689.1550323,-3703.014084,70.70108139
adulterer,646.1498031,689.1728783,-3703.131526,70.70290684
adulterers,646.1664704,689.1907243,-3703.248969,70.70473229
adulteress,646.1831377,689.2085702,-3703.366411,70.70655774
adulterous,646.1998049,689.2264162,-3703.483853,70.7083832
adultery,646.2164722,689.2442622,-3703.601296,70.71020865
adulthood,646.2331395,689.2621082,-3703.718738,70.7120341
adults,646.2498067,689.2799541,-3703.836181,70.71385955
advance,646.266474,689.2978001,-3703.953623,70.71568501
advanced,646.2831413,689.3156461,-3704.071065,70.71751046
advancement,646.2998085,689.333492,-3704.188508,70.71933591
advancements,646.3164758,689.351338,-3704.30595,70.72116136
advances,646.3331431,689.369184,-3704.423393,70.72298682
advancing,646.3498104,689.3870299,-3704.540835,70.72481227
advantage,646.3664776,689.4048759,-3704.658277,70.72663772
advantageous,646.3831449,689.4227219,-3704.77572,70.72846317
advantageously,646.3998122,689.4405679,-3704.893162,70.73028862
advantages,646.4164794,689.4584138,-3705.010605,70.73211408
advent,646.4331467,689.4762598,-3705.128047,70.73393953
adventitious,646.449814,689.4941058,-3705.245489,70.73576498
adventure,646.4664812,689.5119517,-3705.362932,70.73759043
adventurers,646.4831485,689.5297977,-3705.480374,70.73941589
adventures,646.4998158,689.5476437,-3705.597817,70.74124134
adventuring,646.516483,689.5654897,-3705.715259,70.74306679
adventurous,646.5331503,689.5833356,-3705.832701,70.74489224
adverb,646.5498176,689.6011816,-3705.950144,70.7467177
adverbial,646.5664848,689.6190276,-3706.067586,70.74854315
adverbs,646.5831521,689.6368735,-3706.185029,70.7503686
adversaries,646.5998194,689.6547195,-3706.302471,70.75219405
adversary,646.6164867,689.6725655,-3706.419913,70.75401951
adverse,646.6331539,689.6904114,-3706.537356,70.75584496
adversely,646.6498212,689.7082574,-3706.654798,70.75767041
adversity,646.6664885,689.7261034,-3706.772241,70.75949586
advert,646.6831557,689.7439494,-3706.889683,70.76132132
advertise,646.699823,689.7617953,-3707.007125,70.76314677
advertised,646.7164903,689.7796413,-3707.124568,70.76497222
advertisement,646.7331575,689.7974873,-3707.24201,70.76679767
advertisements,646.7498248,689.8153332,-3707.359453,70.76862313
advertiser,646.7664921,689.8331792,-3707.476895,70.77044858
advertisers,646.7831593,689.8510252,-3707.594337,70.77227403
advertises,646.7998266,689.8688711,-3707.71178,70.77409948
advertising,646.8164939,689.8867171,-3707.829222,70.77592494
advice,646.8331611,689.9045631,-3707.946665,70.77775039
advisability,646.8498284,689.9224091,-3708.064107,70.77957584
advisable,646.8664957,689.940255,-3708.181549,70.78140129
advise,646.883163,689.958101,-3708.298992,70.78322675
advised,646.8998302,689.975947,-3708.416434,70.7850522
advisedly,646.9164975,689.9937929,-3708.533877,70.78687765
advisement,646.9331648,690.0116389,-3708.651319,70.7887031
adviser,646.949832,690.0294849,-3708.768761,70.79052856
advisers,646.9664993,690.0473309,-3708.886204,70.79235401
advises,646.9831666,690.0651768,-3709.003646,70.79417946
advising,646.9998338,690.0830228,-3709.121089,70.79600491
advisor,647.0165011,690.1008688,-3709.238531,70.79783037
admonishing,647.0331684,690.1187147,-3709.355973,70.79965582
admonishments,647.0498356,690.1365607,-3709.473416,70.80148127
admonition,647.0665029,690.1544067,-3709.590858,70.80330672
admonitions,647.0831702,690.1722526,-3709.708301,70.80513217
ado,647.0998374,690.1900986,-3709.825743,70.80695763
adobe,647.1165047,690.2079446,-3709.943185,70.80878308
adolescence,647.133172,690.2257906,-3710.060628,70.81060853
adolescent,647.1498393,690.2436365,-3710.17807,70.81243398
adolescents,647.1665065,690.2614825,-3710.295513,70.81425944
adolescent's,647.1831738,690.2793285,-3710.412955,70.81608489
Adolf,647.1998411,690.2971744,-3710.530398,70.81791034
Adonis,647.2165083,690.3150204,-3710.64784,70.81973579
adopt,647.2331756,690.3328664,-3710.765282,70.82156125
adopted,647.2498429,690.3507124,-3710.882725,70.8233867
adopting,647.2665101,690.3685583,-3711.000167,70.82521215
adoption,647.2831774,690.3864043,-3711.11761,70.8270376
adopts,647.2998447,690.4042503,-3711.235052,70.82886306
adorable,647.3165119,690.4220962,-3711.352494,70.83068851
adoration,647.3331792,690.4399422,-3711.469937,70.83251396
adore,647.3498465,690.4577882,-3711.587379,70.83433941
adored,647.3665137,690.4756341,-3711.704822,70.83616487
adores,647.383181,690.4934801,-3711.822264,70.83799032
adorn,647.3998483,690.5113261,-3711.939706,70.83981577
adorned,647.4165156,690.5291721,-3712.057149,70.84164122
adornment,647.4331828,690.547018,-3712.174591,70.84346668
adorns,647.4498501,690.564864,-3712.292034,70.84529213
adrenal,647.4665174,690.58271,-3712.409476,70.84711758
adrenalin,647.4831846,690.6005559,-3712.526918,70.84894303
Adrian,647.4998519,690.6184019,-3712.644361,70.85076849
Adriatic,647.5165192,690.6362479,-3712.761803,70.85259394
adrift,647.5331864,690.6540938,-3712.879246,70.85441939
adroit,647.5498537,690.6719398,-3712.996688,70.85624484
adroitness,647.566521,690.6897858,-3713.11413,70.8580703
ads,647.5831882,690.7076318,-3713.231573,70.85989575
adsorbed,647.5998555,690.7254777,-3713.349015,70.8617212
adsorbs,647.6165228,690.7433237,-3713.466458,70.86354665
adulation,647.63319,690.7611697,-3713.5839,70.86537211
adult,647.6498573,690.7790156,-3713.701342,70.86719756
adulterant,647.6665246,690.7968616,-3713.818785,70.86902301
adulterate,647.6831919,690.8147076,-3713.936227,70.87084846
adulterated,647.6998591,690.8325536,-3714.05367,70.87267392
adulterer,647.7165264,690.8503995,-3714.171112,70.87449937
adulterers,647.7331937,690.8682455,-3714.288554,70.87632482
adulteress,647.7498609,690.8860915,-3714.405997,70.87815027
adulterous,647.7665282,690.9039374,-3714.523439,70.87997573
adultery,647.7831955,690.9217834,-3714.640882,70.88180118
adulthood,647.7998627,690.9396294,-3714.758324,70.88362663
adults,647.81653,690.9574753,-3714.875766,70.88545208
advance,647.8331973,690.9753213,-3714.993209,70.88727753
advanced,647.8498645,690.9931673,-3715.110651,70.88910299
advancement,647.8665318,691.0110133,-3715.228094,70.89092844
advancements,647.8831991,691.0288592,-3715.345536,70.89275389
advances,647.8998663,691.0467052,-3715.462978,70.89457934
advancing,647.9165336,691.0645512,-3715.580421,70.8964048
advantage,647.9332009,691.0823971,-3715.697863,70.89823025
advantageous,647.9498682,691.1002431,-3715.815306,70.9000557
advantageously,647.9665354,691.1180891,-3715.932748,70.90188115
advantages,647.9832027,691.1359351,-3716.05019,70.90370661
advent,647.99987,691.153781,-3716.167633,70.90553206
adventitious,648.0165372,691.171627,-3716.285075,70.90735751
adventure,648.0332045,691.189473,-3716.402518,70.90918296
adventurers,648.0498718,691.2073189,-3716.51996,70.91100842
adventures,648.066539,691.2251649,-3716.637402,70.91283387
adventuring,648.0832063,691.2430109,-3716.754845,70.91465932
adventurous,648.0998736,691.2608568,-3716.872287,70.91648477
adverb,648.1165408,691.2787028,-3716.98973,70.91831023
adverbial,648.1332081,691.2965488,-3717.107172,70.92013568
adverbs,648.1498754,691.3143948,-3717.224614,70.92196113
adversaries,648.1665426,691.3322407,-3717.342057,70.92378658
adversary,648.1832099,691.3500867,-3717.459499,70.92561204
